[2 0]
[0 2]
3*alpha[0] + 8*alpha[1], 1
5*alpha[0] + 11*alpha[1], 9
9*alpha[0] + 9*alpha[1], 808
7*alpha[0] + 12*alpha[1], 211
7*alpha[0] + 17*alpha[1], 9
alpha[1], 1
3*alpha[0] + 7*alpha[1], 2
3*alpha[0] + 2*alpha[1], 2
4*alpha[0] + 9*alpha[1], 4
13*alpha[0] + 8*alpha[1], 720
4*alpha[0] + 4*alpha[1], 6
12*alpha[0] + 7*alpha[1], 211
alpha[0] + 3*alpha[1], 1
16*alpha[0] + 9*alpha[1], 1754
8*alpha[0] + 15*alpha[1], 449
8*alpha[0] + 12*alpha[1], 758
5*alpha[0] + 2*alpha[1], 1
9*alpha[0] + 10*alpha[1], 1267
12*alpha[0] + 8*alpha[1], 758
8*alpha[0] + 11*alpha[1], 720
11*alpha[0] + 7*alpha[1], 240
5*alpha[0] + 10*alpha[1], 16
3*alpha[0] + 6*alpha[1], 3
10*alpha[0] + 4*alpha[1], 1
8*alpha[0] + 7*alpha[1], 162
9*alpha[0] + 11*alpha[1], 1754
11*alpha[0] + 14*alpha[1], 19902
5*alpha[0] + 5*alpha[1], 16
5*alpha[0] + 7*alpha[1], 27
7*alpha[0] + 4*alpha[1], 9
6*alpha[0] + 4*alpha[1], 9
4*alpha[0] + 5*alpha[1], 9
15*alpha[0] + 10*alpha[1], 7936
13*alpha[0] + 5*alpha[1], 1
7*alpha[0] + 11*alpha[1], 240
15*alpha[0] + 7*alpha[1], 60
14*alpha[0] + 9*alpha[1], 2407
14*alpha[0] + 8*alpha[1], 600
2*alpha[0] + 5*alpha[1], 1
7*alpha[0] + 14*alpha[1], 107
12*alpha[0] + 11*alpha[1], 10531
3*alpha[0] + alpha[1], 1
5*alpha[0] + 13*alpha[1], 1
5*alpha[0] + 6*alpha[1], 23
13*alpha[0] + 11*alpha[1], 15204
17*alpha[0] + 7*alpha[1], 9
11*alpha[0] + 12*alpha[1], 10531
2*alpha[0] + 4*alpha[1], 1
8*alpha[0] + 4*alpha[1], 6
14*alpha[0] + 7*alpha[1], 107
2*alpha[0] + alpha[1], 1
6*alpha[0] + 7*alpha[1], 60
3*alpha[0] + 5*alpha[1], 4
10*alpha[0] + 15*alpha[1], 7936
10*alpha[0] + 7*alpha[1], 240
7*alpha[0] + 13*alpha[1], 162
14*alpha[0] + 6*alpha[1], 9
11*alpha[0] + 8*alpha[1], 720
8*alpha[0] + 6*alpha[1], 73
9*alpha[0] + 16*alpha[1], 1754
4*alpha[0] + 2*alpha[1], 1
8*alpha[0] + 17*alpha[1], 162
11*alpha[0] + 13*alpha[1], 15204
12*alpha[0] + 9*alpha[1], 2167
alpha[0] + 2*alpha[1], 1
alpha[0] + alpha[1], 1
7*alpha[0] + 18*alpha[1], 2
3*alpha[0] + 4*alpha[1], 4
4*alpha[0] + 6*alpha[1], 9
5*alpha[0] + 3*alpha[1], 4
12*alpha[0] + 5*alpha[1], 4
4*alpha[0] + 10*alpha[1], 1
12*alpha[0] + 10*alpha[1], 5130
13*alpha[0] + 6*alpha[1], 23
8*alpha[0] + 5*alpha[1], 27
2*alpha[0] + 2*alpha[1], 1
18*alpha[0] + 7*alpha[1], 2
6*alpha[0] + 6*alpha[1], 39
6*alpha[0] + 12*alpha[1], 39
11*alpha[0] + 10*alpha[1], 3630
12*alpha[0] + 13*alpha[1], 30865
15*alpha[0] + 8*alpha[1], 449
7*alpha[0] + 9*alpha[1], 211
6*alpha[0] + 13*alpha[1], 23
4*alpha[0] + 8*alpha[1], 6
9*alpha[0] + 7*alpha[1], 211
11*alpha[0] + 9*alpha[1], 1754
8*alpha[0] + 3*alpha[1], 1
9*alpha[0] + 12*alpha[1], 2167
9*alpha[0] + 13*alpha[1], 2407
5*alpha[0] + 8*alpha[1], 27
10*alpha[0] + 5*alpha[1], 16
11*alpha[0] + 11*alpha[1], 6559
7*alpha[0] + 5*alpha[1], 27
9*alpha[0] + 4*alpha[1], 4
13*alpha[0] + 9*alpha[1], 2407
5*alpha[0] + 4*alpha[1], 9
6*alpha[0] + 15*alpha[1], 3
9*alpha[0] + 8*alpha[1], 449
3*alpha[0] + 3*alpha[1], 3
14*alpha[0] + 10*alpha[1], 7554
5*alpha[0] + 12*alpha[1], 4
11*alpha[0] + 5*alpha[1], 9
9*alpha[0] + 5*alpha[1], 23
7*alpha[0] + 10*alpha[1], 240
17*alpha[0] + 8*alpha[1], 162
10*alpha[0] + 9*alpha[1], 1267
8*alpha[0] + 16*alpha[1], 288
8*alpha[0] + 13*alpha[1], 720
10*alpha[0] + 13*alpha[1], 6555
6*alpha[0] + 9*alpha[1], 80
8*alpha[0] + 8*alpha[1], 288
8*alpha[0] + 10*alpha[1], 600
7*alpha[0] + 3*alpha[1], 2
12*alpha[0] + 12*alpha[1], 19022
alpha[0], 1
10*alpha[0] + 14*alpha[1], 7554
7*alpha[0] + 6*alpha[1], 60
8*alpha[0] + 14*alpha[1], 600
6*alpha[0] + 10*alpha[1], 73
10*alpha[0] + 11*alpha[1], 3630
10*alpha[0] + 6*alpha[1], 73
9*alpha[0] + 15*alpha[1], 2167
14*alpha[0] + 11*alpha[1], 19902
6*alpha[0] + 8*alpha[1], 73
7*alpha[0] + 8*alpha[1], 162
15*alpha[0] + 9*alpha[1], 2167
6*alpha[0] + 11*alpha[1], 60
7*alpha[0] + 7*alpha[1], 107
10*alpha[0] + 8*alpha[1], 600
7*alpha[0] + 15*alpha[1], 60
5*alpha[0] + 9*alpha[1], 23
10*alpha[0] + 10*alpha[1], 2278
2*alpha[0] + 3*alpha[1], 2
10*alpha[0] + 12*alpha[1], 5130


[ 2 -4]
[-4  2]
16*alpha[0] + 7*alpha[1], 995
13*alpha[0] + 12*alpha[1], 107612
4*alpha[0] + 3*alpha[1], 5
9*alpha[0] + 14*alpha[1], 12590
16*alpha[0] + 8*alpha[1], 4635
8*alpha[0] + 9*alpha[1], 995
6*alpha[0] + 19*alpha[1], 36
9*alpha[0] + 6*alpha[1], 202
11*alpha[0] + 3*alpha[1], 1
6*alpha[0] + 5*alpha[1], 36
11*alpha[0] + 6*alpha[1], 276
6*alpha[0] + 14*alpha[1], 243
15*alpha[0] + 6*alpha[1], 202
5*alpha[0] + 16*alpha[1], 13
7*alpha[0] + 16*alpha[1], 995
13*alpha[0] + 7*alpha[1], 1100
12*alpha[0] + 6*alpha[1], 283
13*alpha[0] + 10*alpha[1], 23990
4*alpha[0] + 7*alpha[1], 20
6*alpha[0] + 3*alpha[1], 6
3*alpha[0] + 8*alpha[1], 5
5*alpha[0] + 11*alpha[1], 72
9*alpha[0] + 9*alpha[1], 1850
3*alpha[0] + 10*alpha[1], 2
7*alpha[0] + 12*alpha[1], 995
7*alpha[0] + 17*alpha[1], 840
alpha[1], 1
3*alpha[0] + 7*alpha[1], 6
4*alpha[0] + 11*alpha[1], 13
11*alpha[0] + 4*alpha[1], 13
3*alpha[0] + 2*alpha[1], 2
4*alpha[0] + 9*alpha[1], 20
13*alpha[0] + 8*alpha[1], 3550
4*alpha[0] + 4*alpha[1], 8
alpha[0] + 4*alpha[1], 1
4*alpha[0] + 14*alpha[1], 2
6*alpha[0] + 17*alpha[1], 106
12*alpha[0] + 7*alpha[1], 995
alpha[0] + 3*alpha[1], 1
16*alpha[0] + 9*alpha[1], 17441
8*alpha[0] + 15*alpha[1], 4510
8*alpha[0] + 12*alpha[1], 2860
5*alpha[0] + 2*alpha[1], 2
9*alpha[0] + 10*alpha[1], 3144
12*alpha[0] + 8*alpha[1], 2860
8*alpha[0] + 11*alpha[1], 2169
11*alpha[0] + 7*alpha[1], 840
5*alpha[0] + 10*alpha[1], 75
3*alpha[0] + 6*alpha[1], 6
10*alpha[0] + 4*alpha[1], 16
8*alpha[0] + 7*alpha[1], 321
9*alpha[0] + 11*alpha[1], 4928
16*alpha[0] + 6*alpha[1], 151
11*alpha[0] + 14*alpha[1], 80604
5*alpha[0] + 5*alpha[1], 23
5*alpha[0] + 7*alpha[1], 50
7*alpha[0] + 4*alpha[1], 20
19*alpha[0] + 6*alpha[1], 36
6*alpha[0] + 4*alpha[1], 16
4*alpha[0] + 5*alpha[1], 13
15*alpha[0] + 10*alpha[1], 44498
13*alpha[0] + 5*alpha[1], 50
7*alpha[0] + 11*alpha[1], 840
15*alpha[0] + 7*alpha[1], 1100
14*alpha[0] + 9*alpha[1], 12590
17*alpha[0] + 6*alpha[1], 106
14*alpha[0] + 8*alpha[1], 4115
2*alpha[0] + 5*alpha[1], 2
7*alpha[0] + 14*alpha[1], 1137
12*alpha[0] + 11*alpha[1], 32776
3*alpha[0] + alpha[1], 1
5*alpha[0] + 13*alpha[1], 50
5*alpha[0] + 6*alpha[1], 36
2*alpha[0] + 6*alpha[1], 1
17*alpha[0] + 5*alpha[1], 6
13*alpha[0] + 11*alpha[1], 53040
17*alpha[0] + 7*alpha[1], 840
11*alpha[0] + 12*alpha[1], 32776
2*alpha[0] + 4*alpha[1], 2
5*alpha[0] + 15*alpha[1], 23
13*alpha[0] + 4*alpha[1], 5
8*alpha[0] + 4*alpha[1], 20
14*alpha[0] + 7*alpha[1], 1137
14*alpha[0] + 5*alpha[1], 36
2*alpha[0] + alpha[1], 1
9*alpha[0] + 3*alpha[1], 3
6*alpha[0] + 7*alpha[1], 106
16*alpha[0] + 5*alpha[1], 13
3*alpha[0] + 5*alpha[1], 6
10*alpha[0] + 15*alpha[1], 44498
6*alpha[0] + 18*alpha[1], 64
10*alpha[0] + 7*alpha[1], 660
7*alpha[0] + 13*alpha[1], 1100
5*alpha[0] + 14*alpha[1], 36
14*alpha[0] + 6*alpha[1], 243
11*alpha[0] + 8*alpha[1], 2169
8*alpha[0] + 6*alpha[1], 151
9*alpha[0] + 16*alpha[1], 17441
4*alpha[0] + 2*alpha[1], 2
8*alpha[0] + 17*alpha[1], 4510
11*alpha[0] + 13*alpha[1], 53040
4*alpha[0] + 15*alpha[1], 1
12*alpha[0] + 9*alpha[1], 7185
18*alpha[0] + 5*alpha[1], 2
alpha[0] + 2*alpha[1], 1
alpha[0] + alpha[1], 1
7*alpha[0] + 18*alpha[1], 660
5*alpha[0] + 18*alpha[1], 2
3*alpha[0] + 4*alpha[1], 5
4*alpha[0] + 13*alpha[1], 5
4*alpha[0] + 6*alpha[1], 16
5*alpha[0] + 3*alpha[1], 6
18*alpha[0] + 6*alpha[1], 64
12*alpha[0] + 5*alpha[1], 63
4*alpha[0] + 10*alpha[1], 16
12*alpha[0] + 10*alpha[1], 16070
15*alpha[0] + 5*alpha[1], 23
13*alpha[0] + 6*alpha[1], 276
6*alpha[0] + 16*alpha[1], 151
8*alpha[0] + 5*alpha[1], 63
14*alpha[0] + 4*alpha[1], 2
2*alpha[0] + 2*alpha[1], 1
18*alpha[0] + 7*alpha[1], 660
6*alpha[0] + 6*alpha[1], 64
6*alpha[0] + 12*alpha[1], 283
11*alpha[0] + 10*alpha[1], 10088
12*alpha[0] + 13*alpha[1], 107612
15*alpha[0] + 8*alpha[1], 4510
7*alpha[0] + 9*alpha[1], 480
6*alpha[0] + 13*alpha[1], 276
3*alpha[0] + 9*alpha[1], 3
4*alpha[0] + 8*alpha[1], 20
9*alpha[0] + 7*alpha[1], 480
11*alpha[0] + 9*alpha[1], 4928
8*alpha[0] + 3*alpha[1], 5
9*alpha[0] + 12*alpha[1], 7185
15*alpha[0] + 4*alpha[1], 1
9*alpha[0] + 13*alpha[1], 9810
5*alpha[0] + 8*alpha[1], 63
10*alpha[0] + 5*alpha[1], 75
11*alpha[0] + 11*alpha[1], 18901
7*alpha[0] + 2*alpha[1], 1
7*alpha[0] + 5*alpha[1], 50
9*alpha[0] + 4*alpha[1], 20
13*alpha[0] + 9*alpha[1], 9810
5*alpha[0] + 4*alpha[1], 13
6*alpha[0] + 15*alpha[1], 202
3*alpha[0] + 11*alpha[1], 1
9*alpha[0] + 8*alpha[1], 995
3*alpha[0] + 3*alpha[1], 3
14*alpha[0] + 10*alpha[1], 33605
5*alpha[0] + 12*alpha[1], 63
11*alpha[0] + 5*alpha[1], 72
9*alpha[0] + 5*alpha[1], 72
7*alpha[0] + 10*alpha[1], 660
17*alpha[0] + 8*alpha[1], 4510
10*alpha[0] + 9*alpha[1], 3144
12*alpha[0] + 4*alpha[1], 8
8*alpha[0] + 16*alpha[1], 4635
8*alpha[0] + 13*alpha[1], 3550
10*alpha[0] + 13*alpha[1], 23990
6*alpha[0] + 9*alpha[1], 202
8*alpha[0] + 8*alpha[1], 590
8*alpha[0] + 10*alpha[1], 1521
7*alpha[0] + 3*alpha[1], 6
12*alpha[0] + 12*alpha[1], 61525
alpha[0], 1
10*alpha[0] + 14*alpha[1], 33605
7*alpha[0] + 6*alpha[1], 106
8*alpha[0] + 14*alpha[1], 4115
6*alpha[0] + 10*alpha[1], 243
10*alpha[0] + 11*alpha[1], 10088
10*alpha[0] + 6*alpha[1], 243
5*alpha[0] + 17*alpha[1], 6
2*alpha[0] + 7*alpha[1], 1
9*alpha[0] + 15*alpha[1], 15238
14*alpha[0] + 11*alpha[1], 80604
10*alpha[0] + 3*alpha[1], 2
6*alpha[0] + 8*alpha[1], 151
7*alpha[0] + 8*alpha[1], 321
15*alpha[0] + 9*alpha[1], 15238
6*alpha[0] + 11*alpha[1], 276
7*alpha[0] + 7*alpha[1], 195
6*alpha[0] + 2*alpha[1], 1
10*alpha[0] + 8*alpha[1], 1521
7*alpha[0] + 15*alpha[1], 1100
5*alpha[0] + 9*alpha[1], 72
4*alpha[0] + alpha[1], 1
10*alpha[0] + 10*alpha[1], 5861
2*alpha[0] + 3*alpha[1], 2
4*alpha[0] + 12*alpha[1], 8
10*alpha[0] + 12*alpha[1], 16070


[ 2 -5]
[-5  2]
16*alpha[0] + 7*alpha[1], 3275
13*alpha[0] + 12*alpha[1], 163225
4*alpha[0] + 3*alpha[1], 5
8*alpha[0] + 2*alpha[1], 1
9*alpha[0] + 14*alpha[1], 22628
alpha[0] + 5*alpha[1], 1
16*alpha[0] + 8*alpha[1], 12300
8*alpha[0] + 9*alpha[1], 1277
6*alpha[0] + 19*alpha[1], 475
9*alpha[0] + 6*alpha[1], 276
11*alpha[0] + 3*alpha[1], 5
19*alpha[0] + 5*alpha[1], 41
5*alpha[0] + alpha[1], 1
6*alpha[0] + 5*alpha[1], 41
11*alpha[0] + 6*alpha[1], 475
6*alpha[0] + 14*alpha[1], 698
15*alpha[0] + 6*alpha[1], 720
5*alpha[0] + 16*alpha[1], 108
7*alpha[0] + 16*alpha[1], 3275
13*alpha[0] + 7*alpha[1], 2175
3*alpha[0] + 13*alpha[1], 2
12*alpha[0] + 6*alpha[1], 566
13*alpha[0] + 10*alpha[1], 37361
4*alpha[0] + 7*alpha[1], 26
6*alpha[0] + 3*alpha[1], 8
3*alpha[0] + 8*alpha[1], 9
5*alpha[0] + 11*alpha[1], 147
9*alpha[0] + 9*alpha[1], 2400
3*alpha[0] + 10*alpha[1], 7
7*alpha[0] + 12*alpha[1], 1725
7*alpha[0] + 17*alpha[1], 3425
alpha[1], 1
3*alpha[0] + 7*alpha[1], 9
4*alpha[0] + 11*alpha[1], 35
11*alpha[0] + 4*alpha[1], 35
3*alpha[0] + 2*alpha[1], 2
4*alpha[0] + 9*alpha[1], 35
13*alpha[0] + 8*alpha[1], 6250
4*alpha[0] + 4*alpha[1], 8
alpha[0] + 4*alpha[1], 1
4*alpha[0] + 14*alpha[1], 19
6*alpha[0] + 17*alpha[1], 650
12*alpha[0] + 7*alpha[1], 1725
alpha[0] + 3*alpha[1], 1
16*alpha[0] + 9*alpha[1], 39725
8*alpha[0] + 15*alpha[1], 10262
8*alpha[0] + 12*alpha[1], 4540
5*alpha[0] + 2*alpha[1], 3
9*alpha[0] + 10*alpha[1], 4207
12*alpha[0] + 8*alpha[1], 4540
3*alpha[0] + 14*alpha[1], 1
8*alpha[0] + 11*alpha[1], 3150
4*alpha[0] + 18*alpha[1], 2
11*alpha[0] + 7*alpha[1], 1300
5*alpha[0] + 10*alpha[1], 130
4*alpha[0] + 16*alpha[1], 8
3*alpha[0] + 6*alpha[1], 8
10*alpha[0] + 4*alpha[1], 35
8*alpha[0] + 7*alpha[1], 395
5*alpha[0] + 20*alpha[1], 25
9*alpha[0] + 11*alpha[1], 6930
16*alpha[0] + 6*alpha[1], 698
4*alpha[0] + 19*alpha[1], 1
11*alpha[0] + 14*alpha[1], 130200
5*alpha[0] + 5*alpha[1], 25
5*alpha[0] + 7*alpha[1], 61
7*alpha[0] + 4*alpha[1], 26
19*alpha[0] + 6*alpha[1], 475
6*alpha[0] + 4*alpha[1], 19
16*alpha[0] + 4*alpha[1], 8
4*alpha[0] + 5*alpha[1], 14
15*alpha[0] + 10*alpha[1], 81950
13*alpha[0] + 5*alpha[1], 156
7*alpha[0] + 11*alpha[1], 1300
15*alpha[0] + 7*alpha[1], 2993
14*alpha[0] + 9*alpha[1], 22628
17*alpha[0] + 6*alpha[1], 650
14*alpha[0] + 8*alpha[1], 8177
2*alpha[0] + 5*alpha[1], 3
7*alpha[0] + 14*alpha[1], 2612
12*alpha[0] + 11*alpha[1], 47675
3*alpha[0] + 12*alpha[1], 3
3*alpha[0] + alpha[1], 1
5*alpha[0] + 13*alpha[1], 156
5*alpha[0] + 6*alpha[1], 41
2*alpha[0] + 6*alpha[1], 2
17*alpha[0] + 5*alpha[1], 84
13*alpha[0] + 11*alpha[1], 80725
17*alpha[0] + 7*alpha[1], 3425
11*alpha[0] + 12*alpha[1], 47675
2*alpha[0] + 4*alpha[1], 2
5*alpha[0] + 15*alpha[1], 130
13*alpha[0] + 4*alpha[1], 26
8*alpha[0] + 4*alpha[1], 30
14*alpha[0] + 7*alpha[1], 2612
14*alpha[0] + 5*alpha[1], 147
2*alpha[0] + alpha[1], 1
9*alpha[0] + 3*alpha[1], 8
6*alpha[0] + 7*alpha[1], 125
16*alpha[0] + 5*alpha[1], 108
3*alpha[0] + 5*alpha[1], 7
18*alpha[0] + 4*alpha[1], 2
5*alpha[0] + 19*alpha[1], 41
10*alpha[0] + 15*alpha[1], 81950
6*alpha[0] + 18*alpha[1], 566
10*alpha[0] + 7*alpha[1], 928
7*alpha[0] + 13*alpha[1], 2175
5*alpha[0] + 14*alpha[1], 147
14*alpha[0] + 6*alpha[1], 698
11*alpha[0] + 8*alpha[1], 3150
8*alpha[0] + 6*alpha[1], 190
9*alpha[0] + 16*alpha[1], 39725
4*alpha[0] + 2*alpha[1], 2
8*alpha[0] + 17*alpha[1], 14175
11*alpha[0] + 13*alpha[1], 80725
4*alpha[0] + 15*alpha[1], 14
12*alpha[0] + 9*alpha[1], 10800
18*alpha[0] + 5*alpha[1], 61
alpha[0] + 2*alpha[1], 1
alpha[0] + alpha[1], 1
4*alpha[0] + 17*alpha[1], 5
7*alpha[0] + 18*alpha[1], 3425
5*alpha[0] + 18*alpha[1], 61
3*alpha[0] + 4*alpha[1], 5
4*alpha[0] + 13*alpha[1], 26
4*alpha[0] + 6*alpha[1], 19
20*alpha[0] + 5*alpha[1], 25
5*alpha[0] + 3*alpha[1], 7
18*alpha[0] + 6*alpha[1], 566
12*alpha[0] + 5*alpha[1], 156
4*alpha[0] + 10*alpha[1], 35
12*alpha[0] + 10*alpha[1], 23511
15*alpha[0] + 5*alpha[1], 130
13*alpha[0] + 6*alpha[1], 650
6*alpha[0] + 16*alpha[1], 698
8*alpha[0] + 5*alpha[1], 84
14*alpha[0] + 4*alpha[1], 19
2*alpha[0] + 2*alpha[1], 1
18*alpha[0] + 7*alpha[1], 3425
6*alpha[0] + 6*alpha[1], 73
6*alpha[0] + 12*alpha[1], 566
11*alpha[0] + 10*alpha[1], 14073
12*alpha[0] + 13*alpha[1], 163225
15*alpha[0] + 8*alpha[1], 10262
7*alpha[0] + 9*alpha[1], 625
17*alpha[0] + 4*alpha[1], 5
6*alpha[0] + 13*alpha[1], 650
12*alpha[0] + 3*alpha[1], 3
3*alpha[0] + 9*alpha[1], 8
4*alpha[0] + 8*alpha[1], 30
9*alpha[0] + 7*alpha[1], 625
11*alpha[0] + 9*alpha[1], 6930
8*alpha[0] + 3*alpha[1], 9
9*alpha[0] + 12*alpha[1], 10800
15*alpha[0] + 4*alpha[1], 14
9*alpha[0] + 13*alpha[1], 16005
5*alpha[0] + 8*alpha[1], 84
10*alpha[0] + 5*alpha[1], 130
11*alpha[0] + 11*alpha[1], 26689
7*alpha[0] + 2*alpha[1], 2
7*alpha[0] + 5*alpha[1], 61
9*alpha[0] + 4*alpha[1], 35
13*alpha[0] + 9*alpha[1], 16005
5*alpha[0] + 4*alpha[1], 14
2*alpha[0] + 9*alpha[1], 1
9*alpha[0] + 2*alpha[1], 1
6*alpha[0] + 15*alpha[1], 720
3*alpha[0] + 11*alpha[1], 5
13*alpha[0] + 3*alpha[1], 2
9*alpha[0] + 8*alpha[1], 1277
3*alpha[0] + 3*alpha[1], 3
14*alpha[0] + 10*alpha[1], 56536
5*alpha[0] + 12*alpha[1], 156
11*alpha[0] + 5*alpha[1], 147
19*alpha[0] + 4*alpha[1], 1
9*alpha[0] + 5*alpha[1], 108
7*alpha[0] + 10*alpha[1], 928
17*alpha[0] + 8*alpha[1], 14175
10*alpha[0] + 9*alpha[1], 4207
2*alpha[0] + 8*alpha[1], 1
12*alpha[0] + 4*alpha[1], 30
8*alpha[0] + 16*alpha[1], 12300
8*alpha[0] + 13*alpha[1], 6250
10*alpha[0] + 13*alpha[1], 37361
6*alpha[0] + 9*alpha[1], 276
8*alpha[0] + 8*alpha[1], 734
8*alpha[0] + 10*alpha[1], 2059
7*alpha[0] + 3*alpha[1], 9
12*alpha[0] + 12*alpha[1], 90664
alpha[0], 1
10*alpha[0] + 14*alpha[1], 56536
7*alpha[0] + 6*alpha[1], 125
8*alpha[0] + 14*alpha[1], 8177
6*alpha[0] + 10*alpha[1], 370
14*alpha[0] + 3*alpha[1], 1
10*alpha[0] + 11*alpha[1], 14073
10*alpha[0] + 6*alpha[1], 370
5*alpha[0] + 17*alpha[1], 84
2*alpha[0] + 7*alpha[1], 2
9*alpha[0] + 15*alpha[1], 30612
14*alpha[0] + 11*alpha[1], 130200
10*alpha[0] + 3*alpha[1], 7
6*alpha[0] + 8*alpha[1], 190
7*alpha[0] + 8*alpha[1], 395
15*alpha[0] + 9*alpha[1], 30612
6*alpha[0] + 11*alpha[1], 475
7*alpha[0] + 7*alpha[1], 232
6*alpha[0] + 2*alpha[1], 2
10*alpha[0] + 8*alpha[1], 2059
7*alpha[0] + 15*alpha[1], 2993
5*alpha[0] + 9*alpha[1], 108
4*alpha[0] + alpha[1], 1
10*alpha[0] + 10*alpha[1], 7935
2*alpha[0] + 3*alpha[1], 2
4*alpha[0] + 12*alpha[1], 30
10*alpha[0] + 12*alpha[1], 23511


[ 2 -6]
[-6  2]
16*alpha[0] + 7*alpha[1], 5737
13*alpha[0] + 12*alpha[1], 190708
4*alpha[0] + 3*alpha[1], 5
8*alpha[0] + 2*alpha[1], 2
9*alpha[0] + 14*alpha[1], 29050
alpha[0] + 5*alpha[1], 1
16*alpha[0] + 8*alpha[1], 19305
8*alpha[0] + 9*alpha[1], 1387
6*alpha[0] + 19*alpha[1], 1526
9*alpha[0] + 6*alpha[1], 312
11*alpha[0] + 3*alpha[1], 11
19*alpha[0] + 5*alpha[1], 203
5*alpha[0] + alpha[1], 1
6*alpha[0] + 5*alpha[1], 42
11*alpha[0] + 6*alpha[1], 602
6*alpha[0] + 14*alpha[1], 1143
15*alpha[0] + 6*alpha[1], 1311
5*alpha[0] + 16*alpha[1], 284
7*alpha[0] + 16*alpha[1], 5737
13*alpha[0] + 7*alpha[1], 2951
3*alpha[0] + 13*alpha[1], 7
12*alpha[0] + 6*alpha[1], 774
13*alpha[0] + 10*alpha[1], 44450
4*alpha[0] + 7*alpha[1], 29
6*alpha[0] + 3*alpha[1], 9
3*alpha[0] + 8*alpha[1], 12
5*alpha[0] + 11*alpha[1], 203
9*alpha[0] + 9*alpha[1], 2616
3*alpha[0] + 10*alpha[1], 12
7*alpha[0] + 12*alpha[1], 2189
7*alpha[0] + 17*alpha[1], 6664
alpha[1], 1
3*alpha[0] + 7*alpha[1], 11
4*alpha[0] + 11*alpha[1], 56
11*alpha[0] + 4*alpha[1], 56
3*alpha[0] + 2*alpha[1], 2
4*alpha[0] + 9*alpha[1], 45
13*alpha[0] + 8*alpha[1], 7967
4*alpha[0] + 4*alpha[1], 8
alpha[0] + 4*alpha[1], 1
4*alpha[0] + 14*alpha[1], 50
6*alpha[0] + 17*alpha[1], 1526
12*alpha[0] + 7*alpha[1], 2189
alpha[0] + 3*alpha[1], 1
16*alpha[0] + 9*alpha[1], 57540
8*alpha[0] + 15*alpha[1], 14904
8*alpha[0] + 12*alpha[1], 5489
5*alpha[0] + 2*alpha[1], 3
9*alpha[0] + 10*alpha[1], 4654
12*alpha[0] + 8*alpha[1], 5489
3*alpha[0] + 14*alpha[1], 5
8*alpha[0] + 11*alpha[1], 3641
4*alpha[0] + 18*alpha[1], 20
11*alpha[0] + 7*alpha[1], 1557
5*alpha[0] + 10*alpha[1], 165
4*alpha[0] + 16*alpha[1], 36
3*alpha[0] + 6*alpha[1], 9
10*alpha[0] + 4*alpha[1], 50
8*alpha[0] + 7*alpha[1], 421
